0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1480.7402204341786,2202.8582896459943,1292.6496357152876,1948.3272804546955,3466.763116701628,3593.5586918073363,2044.3586585596029,1487.1121497953775,2153.5338401190193,3805.7421030295977,17282.594489110146,7930.150212147868,2782.8834927294533,3332.329791691591,4335.284005949565,922.7239596795678,682.4546216248468,511.68808199109134,1467.0052118995284,1495.1852157944222,4945.377308491451,3302.6312604707696,1563.6877841938701,2571.835624256933,3823.268125952828
5446.944420461646,3477.821475749419,2031.435611981984,2486.7574584157474,2931.4856688823666,4424.586772568964,3931.426388272106,2555.9326356862034,2525.1712283010547,3085.5309257272834,28025.031038596226,11256.4050066566,5165.754353917415,4059.7701157075912,3251.0056110757464,1134.287887478537,1271.6194856787847,1011.36956019725,1091.3802705261835,1264.3164888019044,9868.300930080699,4529.474013241748,2718.6438509979134,3201.351509761809,2693.6622052919697
2404.6555910482784,2849.7459458953786,1495.3383579939039,2504.8529201356314,3100.8462000199156,3584.126539896116,2617.7985336021616,1843.730530799413,2685.5077862690296,2932.634548561721,21198.708921551977,7347.973111612218,3302.4191044744703,3227.7886497122263,4060.4495166963497,983.7062898783647,1504.6849006351354,1105.2108739119656,1162.118983683619,1174.8335259797902,6396.433449542388,3099.8054419535697,1488.6957419190428,2510.228957063654,2943.3866046034027
2734.123372109552,2451.010853939877,1437.6610836892587,1746.4868240332005,2430.9000558986972,3645.5756218170363,3030.1911682216883,1457.9085250523863,2008.012061649263,2770.5634023092766,18526.29165097847,5109.320621202451,2750.168909313606,2325.5042305733928,4292.241451097982,1885.596174249381,1362.1355178301117,1570.3738735577053,1815.2844090257456,1224.5630639673448,5846.822126778539,3007.9784568126543,1533.120057538306,1904.4340651317536,2740.3421436826347
2826.3864496700835,1576.024382701888,1226.3176693873609,2263.431151102463,3629.493083537142,4581.672128986941,2821.984748603461,2073.387032235141,2767.0697406647255,3912.4081068576456,28652.947654071762,10372.606112355283,4373.561028708893,5992.634934687399,8760.638058751505,964.2538487468041,1643.0133042209034,1153.1023411253664,1290.6398985929252,1631.4813203516949,8478.948625900066,3341.068543286928,1811.9712882269857,3818.2611854167953,5239.779669324604
3263.547043481507,2600.1840409499746,1485.8913432001436,2669.574301313964,4697.974145276328,3797.006793897593,2991.524075189382,1644.1807094608243,2910.8560061444296,4789.924329407066,7517.5409618168,2876.736230019636,2230.346282150655,3416.323268022808,6331.6505723001765,1168.206211429837,1033.2691420693016,651.4067563185249,1068.918214567466,1521.2994845675341,3754.902432806204,2244.286322928866,1265.962200431136,2541.7465125212775,4879.600361755369
3550.8636641885155,1903.9054389010482,1328.7725607539207,2296.8711198995707,3437.101637764708,4031.5409208531814,1445.380462760097,1563.176441924189,2419.2045265997144,3223.9939520020484,19567.436370230847,9104.039657418714,3553.638773797914,3353.8863376758263,4917.389830965395,878.4340292713546,898.4599328767074,904.3544953529233,1543.5047394867222,1361.6512994829636,6183.556907186043,3344.8543374731266,1676.8683318903795,2323.3123674748026,3301.744823030016
2800.739685298395,1879.6604310426535,1356.9094043830396,2656.458986024148,4804.3430934644275,2991.4905716451744,1978.100339288752,1222.8314790769473,3061.6772779157536,5451.64949080769,20903.168880300378,8834.001386989756,3956.2002941502133,4635.371212249818,7658.475070749686,1025.2386563749587,929.9812059551714,930.0120440216054,1363.107705384553,1841.3170316247702,6872.0253629274675,3114.9755893467222,1848.6498031037745,3200.802289054099,6040.761467707287
3551.1692970321906,3480.1748550335956,1650.5779889834478,2356.667891044348,4145.748631365959,4087.3182958602233,3915.877344674707,1931.4385577991918,2583.883387718294,4517.221736776445,7790.669392486846,2877.907731003667,1880.406095104092,3263.9453207648066,6220.5398660814935,1528.9032618575743,1345.6977507196505,1303.919998753915,1196.2436412416093,1686.3174968119013,4184.99261798507,3201.0921067668046,1887.9776489789042,2824.7833086361343,5159.548571410588
3828.6142865796205,6131.643674944197,2327.668984148112,3053.7002765915013,3073.5814893300644,4486.736274323172,4169.180137187172,2074.164652586881,4082.072032243845,3359.915560093809,20641.233457777354,10280.037067627414,5539.378759970611,6278.745652699725,6495.428074678742,1684.8499304267918,2727.8810927129243,1441.8564135948388,2177.551198092191,1541.0984931847163,6118.9551000590545,4790.052262975264,3188.7345494496526,4097.7393528037,3528.7101440369097
1953.2473728455122,1619.573061779362,932.0465205405479,2419.762123737908,4846.613164709862,5069.81023978456,2171.530189102852,1502.9760478263424,2524.108693430024,5388.880095035315,24840.956791509816,8540.000498931324,4064.1065462638885,5142.756073795579,5450.4379719150575,782.996738282877,775.8275299417421,744.7613061063557,1301.440529576965,1758.0573075224747,6734.7502737787845,2723.284263547175,1357.6165988022153,2870.702111948595,4812.449003534586
3918.687656000699,2323.899296904736,1945.2585622267022,3274.9117946229876,3839.5899782935553,3501.73003540081,3090.8575733175267,2483.1076717351166,3605.2969340867376,4203.09081637569,23611.32276519901,10288.597873950386,3171.281525029416,4575.546659291914,8584.781294940582,1250.9681177383109,1357.3522352108657,1014.6822646188252,1563.6794546676056,1561.82326482903,7943.652509124374,3278.276583879631,1685.924423997338,3268.769234350105,4231.68108188172
3892.750814278444,3121.183273129761,2199.7107530378107,2373.9846165291515,3356.894399764758,4084.5427796552012,1973.981779588341,2510.245220669454,2958.7055939670854,3605.611371596645,3537.6578357691724,5617.943322393267,2572.1487871852983,3031.0912202333566,4851.11297047138,1060.848850144231,1356.0129183497634,1036.749224600656,2007.3537353892043,1688.143690205849,2979.6144201482775,3272.9837076746353,1719.703689580585,2134.896988731174,3610.640521953158
5761.096442414581,3727.360777408398,1635.182461081481,3259.1092810168366,4122.5284366588385,5551.158075416572,3910.6275081016765,2336.3749587172606,3469.80661883558,4355.723991829452,21056.0601340986,8781.239332132645,2925.0204904908483,3699.670945485109,6764.0208348693905,1553.0916479235516,921.8124143126666,746.3987555351634,1384.0976435185328,1606.960405128071,8145.948825150618,4806.930608326276,1670.6457359610718,3101.6469761965272,4810.715524591319
4304.762818259764,2646.427065937511,1184.8989135114332,2334.703536875398,5146.605317265042,9271.636999182645,3553.171245919824,1683.2700162459553,3111.254353046114,5333.273353444116,39069.45747189287,11371.588349220594,4921.908707582743,6348.946750126626,9468.378336209269,1603.4195273524906,597.5722271726211,773.76277728069,961.3504037637722,1839.8668434243043,9985.72039489998,3308.744909386182,1770.0499912378218,2162.877531997065,4941.5683353603545
6341.782133748908,3887.273901340959,3167.6083110167983,5994.075186645938,13507.234226371185,6798.209278541389,3580.622391111986,3903.428377800563,11855.267051564253,22115.10891632323,31929.480969870503,11263.96026136664,7844.76346596302,12471.407701326727,30569.03130826095,1515.268130024152,1088.8169268095717,1187.7760069659228,2789.8684974387916,6048.7362294400145,11204.922500050576,5663.219288811453,6381.971956362534,9135.583282419117,24021.485948004618
7450.538370732545,4280.688218859595,2355.8840599051405,2807.760549168672,4342.6699549888,3799.0568898008073,3751.433062508038,2421.465054352637,3121.1758447639495,4688.175167778163,28962.336287887683,11072.703820930323,5147.008136552589,5025.838360760523,5889.662349440292,1226.5558763842153,793.7338798833334,1165.1711715552171,1451.747991284693,1549.568931922443,12350.721035038361,5568.982449589337,2648.398330778203,3227.502673441671,5272.894495154315
3058.6819472628126,2232.6707928658493,1141.8608555993305,2861.2388481963194,5387.985682896291,4470.84139088508,3032.8218031175165,1445.9583006034866,3048.551610935134,5950.653876157229,23235.950817161778,10992.842898303821,5829.644292089626,8172.423448941108,23173.360909634233,1123.153208592303,1057.691399377954,709.9379469211879,1271.1570995095772,2205.7454985077698,7200.952139080262,3167.4259014839035,1724.1876740822113,3890.908259878676,8817.54980490641
3139.928899784658,2991.0783629738075,2191.6952277732944,2378.5418167523067,4438.96975555379,3345.536958623486,4155.994777865935,2371.3490340774397,2294.511092374576,4742.528828206495,18738.533649616507,9105.54547601786,4295.280768620927,4244.664626957012,5969.073447174953,1576.0569249502068,1695.9886829503548,1726.7270002994487,1243.522159151703,1824.4329675086,6262.552984560657,3630.8960841356447,1893.3817097771157,2793.0546089692234,5174.72341813243
4368.398765098043,2416.7551967052937,1281.0170007126635,2224.332419494692,3078.4561804725613,9027.417143896735,3099.575227569387,1802.5089476471817,2468.5698644867202,3588.964199095184,33550.841758261406,12707.57832221164,5176.503635819224,5978.328070008277,6346.771161165762,1827.3642338546756,953.2885188252799,937.7638596130176,1364.06611136545,1419.040287765588,8973.4461917782,4043.384571011402,2216.666331431654,3233.1680249916603,3719.8725253096122
2412.110085792637,2036.3994980986995,2042.856863817483,4357.568225422076,7566.384292084864,7063.991996517151,2682.1983267686637,4526.410501750874,7411.99276756144,14384.413956567563,30119.162030196258,12354.554153181589,4115.736013851169,8873.249890487883,14063.214914211661,1235.1862458709359,538.8933982205144,1210.9507811633123,2085.2163363294944,3634.847342123332,7787.456179372165,3779.3766041743174,2685.690630074208,4817.813217410867,9858.052060339047
2116.4179667317535,2429.4107147693717,1934.8285249097426,2680.829497295767,4514.869061170737,2757.0970032290206,3490.408558401059,2096.209468979212,2898.0100109199702,4949.448033091483,12271.37811202142,3093.5085516584936,2166.063197876815,3135.9174045654163,5189.101578172223,1272.3834161363452,1609.2225869696279,1474.9295971659865,1455.7930642290562,1694.7379545619697,3857.3623258610096,1696.3016446933875,2230.9800300226034,2868.02204091753,4877.266922425096
1970.8469341213745,2132.08666064592,1599.2950818473782,2157.6749663659284,2740.7489704989584,3753.4186076929677,2105.1291569024233,1799.7690131482188,2270.8273081435195,2907.685597238915,22894.99834130297,8464.514272333987,3339.076886016158,4703.08309399312,4772.672513871454,951.5865253789364,1021.856384534626,917.0161175724686,1612.6953044019979,1468.8998210723432,6691.195798121913,2319.1958722381924,1842.8626873514875,2963.609814811778,3240.1343009690463
4008.9198356080974,2314.439330657251,1494.977531040623,1932.62684823449,2347.6083074743788,5358.315843307737,1665.281853924428,2312.0377878616764,2438.544676033283,2737.907664078342,30752.43212849495,11228.61864367514,4535.614752633152,5925.509813011743,6361.637961775887,722.3319546703035,772.6048889222864,703.9643117582102,893.92191140088,1333.0462760531868,9128.450578228752,4277.369588920844,2038.4279835642205,2713.368809979208,3300.0632831028292
3037.4096220501497,1931.1179144036032,2354.9259462197165,2501.670698779891,3733.6851071392884,5073.811103349585,2375.2074232333152,2605.3391497521307,2926.779884259551,4102.470414231874,23324.37807391893,9609.607891606638,4862.917952243962,4551.0279050661065,7248.214580204495,942.1460959612849,822.9869888844968,983.5981891263898,1405.9451535461994,1263.9792169177172,6598.025477988372,3410.703327310184,2944.7107327042772,2510.451684165024,4564.757247816238
2495.1615057031468,3128.264524529862,1411.6709042119776,2501.7312189588743,3727.737238261796,3483.4532629567893,3636.279891261799,1438.0922751510293,3080.3773651566553,4245.571119904657,12697.308785171725,5059.304115799538,1809.912727621043,2570.2612185001676,5393.492674357142,1123.6390421205267,2551.1447974996636,1645.0226281361017,1855.5759887304234,1680.3390077777865,4408.244679895586,2386.262726018551,1556.7084141342798,2213.7549643720326,4202.804825732124
3870.652584682398,5462.666726192251,1693.0632618840157,2808.2144213343763,2862.131089532979,4832.7633277945515,4888.706815117053,1943.0820100347871,2818.936944500799,3063.5436938989214,15342.247134681938,7006.505951349685,2828.71387792695,2768.5141950580655,3354.776015018188,1263.747527774719,1577.2039209938569,850.4018547578328,1707.5079223827238,1432.7382768732023,4698.7235855558065,2872.455274153344,1540.6911349129155,1989.106512813214,3282.8005300040018
4041.0049946106424,2519.957003423181,2000.958104442646,3093.907174548929,4729.162172532954,2885.741057513277,2997.312972677906,2437.449990962574,3478.1811222151337,5196.778391614901,18138.18532321849,6933.352896344079,3213.782925583201,2628.001662354689,5924.086003932552,742.4113949091883,1791.2622937770516,1057.033107611046,1690.6726334283403,1752.3961456149677,6710.814652705474,2224.556255308874,2064.08343648152,2966.44127362934,5644.307878150733
2104.301160597714,1108.3500902211476,1219.21908502268,2077.430320845788,4023.127340109974,2567.3397267517776,1778.8586358870236,1144.9501609238284,2170.0499798421765,4278.7473221478585,14532.709767338327,6567.934520381686,3699.2855992643413,3804.9029372331397,5069.124400215913,772.5491814086182,911.8292235877414,675.7830731995873,984.7781306391108,1401.26735218309,4241.626650891956,1882.9823750699259,1549.7889497307908,2210.6834211815903,4694.682394799899
3445.6486732907783,1872.2241089764502,1722.402864645039,2392.213520160295,5259.909507942882,5291.59805514554,2436.1742498263043,1984.4652014929309,2777.8145379684065,5902.786931177807,27936.77823997112,10801.732331563939,5314.772674140328,8307.266839362032,17205.16075579863,1152.1509729039085,1136.9050781717224,1021.0613025017933,1568.292335754313,1993.001605360505,8379.96075080344,3659.044819217897,2481.2684813311544,3880.2796414137524,7173.538842985312
4227.851479877214,4657.821940525337,1846.3304444927678,3518.2674713097767,6697.968449509614,4573.385847053906,5133.439279686456,2958.585326874167,4829.6669252282945,6786.392981218709,28862.149606689654,11036.75762091887,5587.698594318358,7887.418477694431,18111.161562388734,904.65068757168,2465.96805035326,1040.5296831548953,1872.158986226539,2254.2926237563397,9347.625581295242,4705.374369765753,1994.625293156897,4109.441067043527,8674.985459458749
4366.962727572516,3493.614619761394,2781.855128723344,2939.1642905018875,5291.442895344903,4893.623829637607,3278.996728410558,2772.850269915336,3207.159793192828,5502.932408077269,15497.10974589767,8214.666857496428,3533.634935359139,4023.617656363829,6172.822752891948,1437.7697320032314,1272.7710534941084,1487.9077138305722,1126.8080531996009,1911.4244016589143,5191.293734658996,4102.754458288972,2491.764499974636,3222.851779559412,5796.042967756812
3731.8585187459294,2591.6316723453874,1964.0922813214022,2996.230002911497,5378.096477521985,4333.701150500041,2702.640810734601,2206.288619533685,3107.360878836304,5981.4276593128625,21191.050416473816,10187.241538362234,5984.994575673266,5579.881418549233,6923.428683581775,655.1970464308497,920.837969872,715.1746914780167,1000.8910356221744,1664.0817368069818,6741.8732086544405,3829.6045685137874,2838.29353710492,3222.6939589697186,6539.252242036697
3523.8833137918123,1945.318601597603,1967.939667870919,3016.563338895892,3493.5734707445235,4542.607294290025,1681.0171312866207,2382.9110517960203,3274.9129139519355,3928.682669740788,23193.636472414182,6585.130649748115,4782.347422495604,6346.4238897214345,11507.543130190557,1038.6736153393733,1026.4068393405405,1050.3059887058093,952.1769821563809,1172.6629437015529,7780.6204961958965,2584.6157894313324,2619.469536601911,3647.071229314935,4582.260834355358
3207.0231402359027,2921.0656776213114,2186.6568924953053,2278.2569309280916,3451.2614655675884,4380.681181999324,3260.610971662963,2258.4008430803765,2407.227407825907,3737.957762931414,20966.182256951408,8577.914973687642,3474.492385727809,4696.192627237148,5448.03645968997,1486.3831059879296,1184.9636047703539,1411.0781916736837,1496.6461262885273,1656.8777282542856,6303.14198627458,3270.172836184479,1994.612954568449,2576.5891833597116,3610.448298197955
3786.13174537244,2013.721551329545,1285.9740403048563,2775.342307995956,4935.923466957466,5920.107346929078,2598.7497455774933,1514.6788737846837,2878.814862349044,5530.479420121387,34151.28868444504,11801.09201337109,5351.830478141929,5946.046199898021,6866.484602757329,920.7612120092937,1627.6020015144313,957.0612909247719,1303.9590113341262,1670.886128892506,9641.395623026176,3781.7285210088794,2076.098510998285,3548.8847633337987,5148.398281645244
1258.9906712445145,1183.3525141405091,1069.0881617171754,1479.9297316182456,2135.4526414434827,1723.6080438825338,1313.0161160870257,1265.4735364051792,1643.2714799829605,2417.4544894852597,4922.437874938302,1948.2132420903,1530.3513887091508,2348.1177578971697,4188.901358606943,714.0642045037292,868.1915953321438,1024.9685767731826,938.7735775506944,1245.2965125898343,1841.651658987826,1412.5004030137522,1260.0486277405798,1869.8465769499894,2413.908644931105
2593.655104465261,1491.5146034448064,1320.5131361328922,1993.5439494213258,3387.7043292685657,2121.699494651431,2152.3609378795236,1431.4398781310717,2577.6652506334212,3496.5571205990823,15702.913684951724,7260.035691450049,4615.763066788064,6016.992839751465,7421.9955144422975,1069.927684969226,649.282919536497,725.0080968137951,1050.832683031996,1205.5761519832631,5942.351240863669,2697.2086275812717,2490.8465414740076,2637.95941705784,2992.8830157328407
3472.8690391370824,2765.2089297624943,1657.5147997860631,2660.9095008741256,5832.888032406356,3064.296675378743,2643.8859467887255,1790.6430526895115,3120.0810047565046,6507.903884473587,12687.897766092401,5989.408835558786,2325.8608161271627,2769.3516268095173,6386.855313888764,1155.1126791013833,1080.4598940862297,974.1308855987809,1529.7073493270018,1759.8431854381517,4685.840293809464,2659.850448117061,1523.5491827848323,2527.889634679411,6499.167729163131
2638.259242329183,2476.163160010076,1538.6363367054937,2190.944908865933,2508.5797638038484,3782.5835270808134,3093.2091952670175,1187.4668694820382,2221.5954677071923,2783.838965759703,19699.708370697976,6379.836865165835,4715.52117892812,4441.7888708393075,5278.227117189219,1928.2638055999164,1422.2239304449533,1596.9162606245577,1771.5388379457672,1361.8156943554905,6402.634757808951,3335.3123486626905,1934.9007618647029,2309.4847322200567,2517.916434083443
2498.2929872245036,2666.4445724318593,1737.1601271712343,2344.051374137301,3108.013216158805,3857.1684986260057,1870.568559050124,1960.0926207775074,2368.2152954159365,3309.0340586495086,19585.383463046244,9909.847466549161,4637.106865218424,3845.051417255139,5018.706043428312,1166.408033270866,1117.0122094053834,812.733055754926,1108.071692987864,1512.7197951439855,5848.181694899985,3257.0046458875654,1920.0185789733544,2354.6781453624426,3489.4944520532754
2678.4786930375667,2586.3101286907367,849.3744316894087,1782.4675884785156,3721.1530854687235,4412.633482356876,2841.2388398861813,1387.1386082039137,2104.833731867041,3426.6885678068325,28024.042411605726,14383.70377744459,5113.600133580247,7995.4441632435355,11305.85274014055,1252.7845608311798,1129.3017077476416,1040.9278954498473,1567.9970556131364,1524.906588351037,7828.703732044729,4791.448719116697,2178.5086476018832,3158.8705988621305,5134.376748473519
3950.730746637937,5033.581461298667,2258.362410468624,2740.7174602458335,5759.906232576692,5324.644447378729,4741.274982769201,2319.788949052131,3344.1155743176996,6246.763224175824,27223.1354016655,11911.325694992938,4775.197728864411,7638.179222893312,13472.46359562492,1406.348281469555,1479.6921305976616,1069.7448856512763,1600.5037088717422,1980.9941076270547,7909.298140579955,5823.204169882273,2639.3008280268878,5172.812293977136,9504.860098086849
2825.2166282600633,1331.8405215557798,1081.5527461947145,1468.8035599652935,2733.391631749221,4085.4589450073154,1671.7765720314621,1012.157183732377,1723.2181469956702,3100.462846654684,23441.24910224179,7773.417979799701,3529.405291734588,4201.648317674098,5174.030181027773,986.5420187513909,1119.4494416894236,984.3565887063771,1305.8082900004842,1294.5474763555205,7143.257379740761,2471.617942816526,1232.094526999729,1892.526724614378,2829.8590474452326
3311.373837460068,2206.2838671427885,1899.8735624415383,2700.787714283972,4829.991458127299,3354.5529121780123,2272.0189604680704,2035.695670136462,2930.4784976130773,5107.368648507635,3152.583762297145,1921.3325420667634,1524.314274416444,2687.8782126780507,5447.917106424803,1008.3839662661001,1011.586987474055,704.9781298048605,1099.3016085181555,1559.9691715549284,3145.4006250022167,2123.95002255409,1991.26506996718,2449.7891750397675,5564.217438325206
3579.98614859386,6462.73117358948,3025.3348527102767,3371.4904108395745,5481.456372370196,3446.87358192707,5789.441879829116,3151.9619641371423,3738.6645624591165,6214.781109067838,12166.384173032102,8497.590311068085,3482.191075791026,4800.203745629674,5349.649390289756,2488.3954393471986,2989.8147342552247,2111.4718632307777,1773.133781294009,1909.3655462865663,3941.4013568867795,5817.721132598645,2660.684145554264,4315.622941341758,6439.935326915201
1599.9889846710287,1362.4592090818942,1183.0736931154754,2310.087293459379,3443.450157814131,1643.5803562693493,1304.631504968336,1352.04523914367,2383.5452974564273,3741.3711261330222,3701.218472968508,1828.9143392741641,1460.2077753917329,2720.6859698266217,4693.997323689326,757.4332774127718,649.5223336217512,594.3498470449888,1267.478487313108,1471.660567807791,2175.5471406514243,1643.1062341485542,1613.5483432597548,2552.9922929853915,4006.144687982544
3827.3815478314873,2058.9068135882067,1422.3783882318364,2068.6877163190625,3735.7636707893125,5889.829995377534,1930.4899383672132,1469.4897320764344,2336.47142111394,4359.1826724714465,29472.781206047945,10781.566452221983,3732.6650729932117,5619.175514082969,8783.670931874853,1151.751721125242,645.0674823864783,463.56799849247335,1219.8913642429877,1687.9341284545455,9004.840061452076,3979.628287075739,2154.712425830118,2185.07666210967,4426.138780704452
4339.032858522769,4365.166343750084,2421.124944146714,3227.298258350728,3836.0888428117446,2961.5348548535017,5365.234279369763,2840.4147356638423,3531.442689790722,4254.547119628331,15581.248294919573,8549.25366944457,3695.0434603798985,3136.371449011176,5546.612469794109,771.7168424061404,2401.5839467100436,1551.663361632801,1612.669834341619,1379.2530427741624,6700.593884634569,5855.837339846358,2734.527965855093,3385.582503501619,4596.103635365025
2481.5312719373587,1917.2438446404358,1787.8169820308058,3233.5943755884077,4191.2392346999695,5387.369158883565,3700.140107950255,1988.9356852720186,3827.7329480737562,4847.335887332705,24183.953007142765,11071.871520094439,5741.112390538561,10966.916794977466,18036.687714710348,1172.6184009456767,2273.5886941063163,1741.789358348993,1780.4090385740276,1930.5720325484065,7178.087291857078,2751.1148541282573,2646.934025008372,5039.250065541702,7773.396921939772
4490.90371263624,2864.772080953026,3046.8629138084707,3259.958910263401,5771.448660011853,5066.118111201322,3524.5044351003507,3266.1912503133135,3552.803776513051,6158.381922949851,20938.50849871642,7658.970165854662,3399.318255875703,3591.009340411355,6708.486082782317,943.0067719688074,1710.6816488674647,934.7410534691176,1587.6593296429935,1836.0097285882496,7453.10966076857,3384.82861481743,3031.830706319108,3182.755625091847,6351.11681932023
4082.3357918157844,2868.738829820834,1965.181124683565,1912.2018860530409,3487.1376764572924,5652.568962863406,3268.193198469841,2448.3232279497124,1977.9787708971985,3953.519104219278,17471.537146995393,6904.46896873128,1814.1566258768962,3323.091825523715,5947.786729556147,1378.8292682877457,1125.7917278716423,1475.0778083592008,980.4906367008899,1604.1414250323824,5194.763071029854,3170.8921213556478,1665.9572605557282,2345.603266694059,4053.042078569356
2407.188007829345,1145.291561241768,1134.0971600890862,2318.125055673241,3742.2407502138335,3202.8183127175666,1420.2614760875394,1453.4237234108923,2365.5258692036164,3995.9181465315314,15981.602194721474,5833.633767859458,2086.6833586556736,2331.2681430860284,7507.3852443296955,909.2421280290853,798.3145902981441,1055.432103632024,1531.7977188453392,1435.80470268548,5461.523665771476,2193.318008572452,1313.6590432346607,2610.3094861050386,4668.521906711121
3672.436460335617,2437.2665993134724,1474.2744964166352,2886.0091586791154,3001.619550364349,4873.315383323994,2481.9446891365924,1556.512387725023,2839.529166171569,3048.3053725835634,31465.280707967268,11865.456440930988,5281.206085670255,6294.8183428164775,6227.965885048734,971.8181323316686,633.4395318646914,1318.4748982230344,1448.6659122647684,1424.1487960864015,9315.33180789989,3925.1290059223506,2473.278005887401,3879.1479477049124,3768.9301490633097
3569.4774044733085,1709.5728920025017,1159.9763703849603,2238.0243918207793,3445.654609661347,5860.020244514081,2471.6927862014695,1515.8781446285973,2480.4579955245213,3749.7528132413704,19938.85084158671,8922.239249221531,3239.5818572822186,3413.2504872640015,5352.123839039612,967.6095906525659,1017.626505868918,601.3127679990296,1152.2832357020475,1508.5268876759012,5790.72987506165,3014.766867588023,1709.5181188653685,2464.7687359830397,3246.0779999147903
936.9218762729329,1022.54699957021,766.4483560957177,1595.914090072504,3083.654743415196,1181.9211097576583,1043.376338674153,875.0364795635146,1708.6164835845962,3540.3219485777836,1215.6143794582954,1201.9062387006654,1175.9030301641264,2645.4500930314393,4358.427839373825,678.8247588070109,685.1332724609774,561.6001867083398,1113.2931227857496,1490.29521592804,1439.8918696357393,1112.4849547595632,878.0683694387901,2007.6615354924872,4157.864714437359
